source_system,job_name,algorithm,antecedent,consequent,antecedent_size,consequent_size,support_count,support,confidence,lift,min_support,min_confidence
uci,uci_product,eclat,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,1,1,993,0.029294627843171963,0.5613340870548332,11.524858600180304,0.02,0.25
uci,uci_product,eclat,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,1,1,679,0.020031271203941353,0.5547385620915033,11.232958804788344,0.02,0.25
uci,uci_product,eclat,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,1,679,0.020031271203941353,0.4056152927120669,11.232958804788343,0.02,0.25
uci,uci_product,eclat,HOME BUILDING BLOCK WORD,LOVE BUILDING BLOCK WORD,1,1,786,0.023187892733870254,0.4304490690032859,9.852081088456707,0.02,0.25
uci,uci_product,eclat,LOVE BUILDING BLOCK WORD,HOME BUILDING BLOCK WORD,1,1,786,0.023187892733870254,0.5307224848075625,9.852081088456705,0.02,0.25
uci,uci_product,eclat,HEART OF WICKER LARGE,HEART OF WICKER SMALL,1,1,869,0.025636487004749683,0.4997124784358827,9.575327236597579,0.02,0.25
uci,uci_product,eclat,HEART OF WICKER SMALL,HEART OF WICKER LARGE,1,1,869,0.025636487004749683,0.49123798756359527,9.575327236597579,0.02,0.25
uci,uci_product,eclat,PACK OF 60 PINK PAISLEY CAKE CASES,60 TEATIME FAIRY CAKE CASES,1,1,736,0.021712835944183852,0.46670894102726695,8.968272660998451,0.02,0.25
uci,uci_product,eclat,60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,1,1,736,0.021712835944183852,0.41723356009070295,8.968272660998451,0.02,0.25
uci,uci_product,eclat,LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,1,1,691,0.020385284833466088,0.4367888748419722,8.257575287517195,0.02,0.25
uci,uci_product,eclat,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,1,1,691,0.020385284833466088,0.38538761851645287,8.257575287517195,0.02,0.25
uci,uci_product,eclat,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,1,1,734,0.021653833672596396,0.4639696586599241,8.195507826782412,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,1,1,734,0.021653833672596396,0.3824908806670141,8.195507826782412,0.02,0.25
uci,uci_product,eclat,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,1,1,798,0.02354190636339499,0.44506413831567204,8.185751001891663,0.02,0.25
uci,uci_product,eclat,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,1,1,798,0.02354190636339499,0.4329896907216495,8.185751001891663,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SUKI  DESIGN,LUNCH BAG SPACEBOY DESIGN,1,1,909,0.026816532436498806,0.4535928143712575,8.012212417270723,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI  DESIGN,1,1,909,0.026816532436498806,0.47368421052631576,8.012212417270721,0.02,0.25
uci,uci_product,eclat,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,1,1,840,0.02478095406673157,0.45577862181226264,7.75189560640756,0.02,0.25
uci,uci_product,eclat,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,1,1,840,0.02478095406673157,0.4214751630707476,7.751895606407559,0.02,0.25
uci,uci_product,eclat,LUNCH BAG CARS BLUE,LUNCH BAG SUKI  DESIGN,1,1,817,0.024102427943475824,0.45566090351366423,7.7073541149713956,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SUKI  DESIGN,LUNCH BAG CARS BLUE,1,1,817,0.024102427943475824,0.40768463073852296,7.7073541149713956,0.02,0.25
uci,uci_product,eclat,LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI  DESIGN,1,1,811,0.023925421128713455,0.44004340748779164,7.443189313180476,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SUKI  DESIGN,LUNCH BAG PINK POLKADOT,1,1,811,0.023925421128713455,0.40469061876247503,7.443189313180475,0.02,0.25
uci,uci_product,eclat,LUNCH BAG WOODLAND,LUNCH BAG SUKI  DESIGN,1,1,684,0.02017877688290999,0.43236409608091025,7.313296289847613,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SUKI  DESIGN,LUNCH BAG WOODLAND,1,1,684,0.02017877688290999,0.3413173652694611,7.313296289847612,0.02,0.25
uci,uci_product,eclat,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,1,1,1022,0.030150160781190077,0.5545306565382528,7.291282259378261,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,1,1,1022,0.030150160781190077,0.3964313421256788,7.291282259378261,0.02,0.25
uci,uci_product,eclat,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,1,1,850,0.02507596542466885,0.33905065815715996,7.2877616737813895,0.02,0.25
uci,uci_product,eclat,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,1,1,850,0.02507596542466885,0.5389980976537729,7.287761673781389,0.02,0.25
uci,uci_product,eclat,LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,1,1,758,0.02236186093164587,0.4112859468258275,7.264908670951055,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,1,1,758,0.02236186093164587,0.39499739447628973,7.264908670951054,0.02,0.25
uci,uci_product,eclat,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI  DESIGN,1,1,845,0.02492845974570021,0.4239839438033116,7.171548774002423,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SUKI  DESIGN,LUNCH BAG  BLACK SKULL.,1,1,845,0.02492845974570021,0.4216566866267465,7.171548774002422,0.02,0.25
uci,uci_product,eclat,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,1,1,856,0.025252972239431216,0.5410872313527181,7.114520512475983,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,1,1,856,0.025252972239431216,0.33204034134988364,7.114520512475983,0.02,0.25
uci,uci_product,eclat,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,1,1,741,0.02186034162315249,0.4132738427216955,7.0289731293212805,0.02,0.25
uci,uci_product,eclat,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,1,1,741,0.02186034162315249,0.37180130456598093,7.02897312932128,0.02,0.25
uci,uci_product,eclat,60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,1,1,913,0.02693453697967372,0.5175736961451247,6.9980835972203,0.02,0.25
uci,uci_product,eclat,PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,1,1,913,0.02693453697967372,0.36418029517351413,6.998083597220299,0.02,0.25
uci,uci_product,eclat,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,1,1,709,0.020916305277753195,0.3954266592303402,6.984771999963962,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,1,1,709,0.020916305277753195,0.36946326211568525,6.984771999963961,0.02,0.25
uci,uci_product,eclat,LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,1,1,787,0.023217393869663983,0.3948820873055695,6.975152742781079,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.,1,1,787,0.023217393869663983,0.41010943199583116,6.975152742781078,0.02,0.25
uci,uci_product,eclat,LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,1,1,1009,0.02976664601587161,0.5062719518314099,6.65674955439461,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,1,1,1009,0.02976664601587161,0.391388673390225,6.65674955439461,0.02,0.25
uci,uci_product,eclat,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,1,1,903,0.026639525621736437,0.5036252091466815,6.621948686751383,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,1,1,903,0.026639525621736437,0.3502715283165244,6.621948686751382,0.02,0.25
uci,uci_product,eclat,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,1,1,952,0.02808508127562911,0.2948281201610406,6.605280098545138,0.02,0.25
uci,uci_product,eclat,JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,1,1,952,0.02808508127562911,0.6292134831460674,6.605280098545137,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SUKI  DESIGN,LUNCH BAG RED RETROSPOT,1,1,976,0.028793108534678584,0.4870259481037924,6.403692227647111,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI  DESIGN,1,1,976,0.028793108534678584,0.3785880527540729,6.403692227647111,0.02,0.25
uci,uci_product,eclat,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,1,1,1064,0.03138920848452666,0.603516732841747,6.335523906205234,0.02,0.25
uci,uci_product,eclat,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,1,1,1064,0.03138920848452666,0.3295137813564571,6.335523906205233,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,1,1,886,0.02613800631324306,0.34367726920093095,6.070676599324626,0.02,0.25
uci,uci_product,eclat,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,1,1,886,0.02613800631324306,0.46169880145909326,6.070676599324625,0.02,0.25
uci,uci_product,eclat,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,1,1,804,0.023718913178157358,0.5575589459084604,5.853073889581631,0.02,0.25
uci,uci_product,eclat,JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,1,1,913,0.02693453697967372,0.5332943925233645,5.598352438329045,0.02,0.25
uci,uci_product,eclat,JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,1,1,913,0.02693453697967372,0.2827500774233509,5.598352438329045,0.02,0.25
uci,uci_product,eclat,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,1,1,800,0.023600908634982445,0.47647409172126265,5.001871256449563,0.02,0.25
uci,uci_product,eclat,RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,1,1,1155,0.03407381184175591,0.7098955132145052,4.968682265420624,0.02,0.25
uci,uci_product,eclat,LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,1,1,836,0.024662949523556656,0.3242823894491854,3.4042118783397455,0.02,0.25
uci,uci_product,eclat,JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,1,1,836,0.024662949523556656,0.258903685351502,3.4042118783397455,0.02,0.25
olist,olist_category,apriori,fashio_female_clothing,fashion_sport,1,1,1,0.0013831258644536654,1.0,361.5,0.001,0.08
olist,olist_category,apriori,fashion_sport,fashio_female_clothing,1,1,1,0.0013831258644536654,0.5,361.5,0.001,0.08
olist,olist_category,apriori,auto | fashion_bags_accessories,musical_instruments,2,1,1,0.0013831258644536654,1.0,103.28571428571428,0.001,0.08
olist,olist_category,apriori,musical_instruments,auto | fashion_bags_accessories,1,2,1,0.0013831258644536654,0.14285714285714285,103.28571428571428,0.001,0.08
olist,olist_category,apriori,music,books_technical,1,1,1,0.0013831258644536654,0.5,90.375,0.001,0.08
olist,olist_category,apriori,books_technical,music,1,1,1,0.0013831258644536654,0.25,90.375,0.001,0.08
olist,olist_category,apriori,fashion_childrens_clothes,fashion_bags_accessories,1,1,2,0.0027662517289073307,1.0,72.3,0.001,0.08
olist,olist_category,apriori,auto | musical_instruments,fashion_bags_accessories,2,1,1,0.0013831258644536654,1.0,72.3,0.001,0.08
olist,olist_category,apriori,fashion_bags_accessories,fashion_childrens_clothes,1,1,2,0.0027662517289073307,0.2,72.3,0.001,0.08
olist,olist_category,apriori,fashion_bags_accessories,auto | musical_instruments,1,2,1,0.0013831258644536654,0.1,72.3,0.001,0.08
olist,olist_category,apriori,bed_bath_table | perfumery,market_place,2,1,1,0.0013831258644536654,1.0,60.25,0.001,0.08
olist,olist_category,apriori,cine_photo,cool_stuff | telephony,1,2,1,0.0013831258644536654,0.5,60.25,0.001,0.08
olist,olist_category,apriori,cool_stuff | telephony,cine_photo,2,1,1,0.0013831258644536654,0.16666666666666666,60.24999999999999,0.001,0.08
olist,olist_category,apriori,market_place,bed_bath_table | perfumery,1,2,1,0.0013831258644536654,0.08333333333333333,60.24999999999999,0.001,0.08
olist,olist_category,apriori,home_comfort_2,musical_instruments,1,1,1,0.0013831258644536654,0.5,51.64285714285714,0.001,0.08
olist,olist_category,apriori,musical_instruments,home_comfort_2,1,1,1,0.0013831258644536654,0.14285714285714285,51.64285714285714,0.001,0.08
olist,olist_category,apriori,fixed_telephony,food,1,1,1,0.0013831258644536654,0.5,45.1875,0.001,0.08
olist,olist_category,apriori,food,fixed_telephony,1,1,1,0.0013831258644536654,0.125,45.1875,0.001,0.08
olist,olist_category,apriori,flowers,costruction_tools_garden,1,1,1,0.0013831258644536654,0.5,40.16666666666667,0.001,0.08
olist,olist_category,apriori,costruction_tools_garden,flowers,1,1,1,0.0013831258644536654,0.1111111111111111,40.166666666666664,0.001,0.08
olist,olist_category,apriori,fashion_sport,fashion_bags_accessories,1,1,1,0.0013831258644536654,0.5,36.15,0.001,0.08
olist,olist_category,apriori,fashion_bags_accessories,fashion_sport,1,1,1,0.0013831258644536654,0.1,36.15,0.001,0.08
olist,olist_category,apriori,cine_photo | cool_stuff,telephony,2,1,1,0.0013831258644536654,1.0,26.77777777777778,0.001,0.08
olist,olist_category,apriori,books_general_interest,market_place,1,1,2,0.0027662517289073307,0.4,24.1,0.001,0.08
olist,olist_category,apriori,furniture_decor | sports_leisure,pet_shop,2,1,1,0.0013831258644536654,0.3333333333333333,24.1,0.001,0.08
olist,olist_category,apriori,market_place,books_general_interest,1,1,2,0.0027662517289073307,0.16666666666666666,24.1,0.001,0.08
olist,olist_category,apriori,pet_shop,furniture_decor | sports_leisure,1,2,1,0.0013831258644536654,0.1,24.1,0.001,0.08
olist,olist_category,apriori,christmas_supplies,auto,1,1,1,0.0013831258644536654,1.0,20.657142857142855,0.001,0.08
olist,olist_category,apriori,fashion_bags_accessories | musical_instruments,auto,2,1,1,0.0013831258644536654,1.0,20.657142857142855,0.001,0.08
olist,olist_category,apriori,books_technical,costruction_tools_garden,1,1,1,0.0013831258644536654,0.25,20.083333333333336,0.001,0.08
olist,olist_category,apriori,costruction_tools_garden,books_technical,1,1,1,0.0013831258644536654,0.1111111111111111,20.083333333333332,0.001,0.08
olist,olist_category,apriori,audio,watches_gifts,1,1,6,0.008298755186721992,1.0,18.075,0.001,0.08
olist,olist_category,apriori,watches_gifts,audio,1,1,6,0.008298755186721992,0.15,18.075,0.001,0.08
olist,olist_category,apriori,cool_stuff | home_construction,computers_accessories,2,1,1,0.0013831258644536654,1.0,14.459999999999999,0.001,0.08
olist,olist_category,apriori,music,perfumery,1,1,1,0.0013831258644536654,0.5,14.459999999999999,0.001,0.08
olist,olist_category,apriori,bed_bath_table | market_place,perfumery,2,1,1,0.0013831258644536654,0.5,14.459999999999999,0.001,0.08
olist,olist_category,apriori,cine_photo,telephony,1,1,1,0.0013831258644536654,0.5,13.38888888888889,0.001,0.08
olist,olist_category,apriori,fixed_telephony,telephony,1,1,1,0.0013831258644536654,0.5,13.38888888888889,0.001,0.08
olist,olist_category,apriori,industry_commerce_and_business,office_furniture,1,1,1,0.0013831258644536654,0.25,12.05,0.001,0.08
olist,olist_category,apriori,pc_gamer,cool_stuff,1,1,1,0.0013831258644536654,1.0,10.954545454545455,0.001,0.08
olist,olist_category,apriori,cine_photo | telephony,cool_stuff,2,1,1,0.0013831258644536654,1.0,10.954545454545455,0.001,0.08
olist,olist_category,apriori,computers_accessories | home_construction,cool_stuff,2,1,1,0.0013831258644536654,1.0,10.954545454545455,0.001,0.08
olist,olist_category,apriori,computers_accessories | health_beauty,sports_leisure,2,1,1,0.0013831258644536654,1.0,10.791044776119403,0.001,0.08
olist,olist_category,apriori,musical_instruments,fashion_bags_accessories,1,1,1,0.0013831258644536654,0.14285714285714285,10.32857142857143,0.001,0.08
olist,olist_category,apriori,fashion_bags_accessories,musical_instruments,1,1,1,0.0013831258644536654,0.1,10.32857142857143,0.001,0.08
olist,olist_category,apriori,home_comfort_2,auto,1,1,1,0.0013831258644536654,0.5,10.328571428571427,0.001,0.08
olist,olist_category,apriori,bed_bath_table | construction_tools_lights,garden_tools,2,1,1,0.0013831258644536654,1.0,10.183098591549296,0.001,0.08
olist,olist_category,apriori,bed_bath_table | garden_tools,construction_tools_lights,2,1,1,0.0013831258644536654,0.25,10.041666666666668,0.001,0.08
olist,olist_category,apriori,furniture_living_room,office_furniture,1,1,3,0.004149377593360996,0.2,9.64,0.001,0.08
olist,olist_category,apriori,office_furniture,furniture_living_room,1,1,3,0.004149377593360996,0.2,9.64,0.001,0.08
olist,olist_category,apriori,consoles_games,pet_shop,1,1,1,0.0013831258644536654,0.125,9.0375,0.001,0.08
olist,olist_category,apriori,food,pet_shop,1,1,1,0.0013831258644536654,0.125,9.0375,0.001,0.08
olist,olist_category,apriori,pet_shop,consoles_games,1,1,1,0.0013831258644536654,0.1,9.0375,0.001,0.08
olist,olist_category,apriori,pet_shop,food,1,1,1,0.0013831258644536654,0.1,9.0375,0.001,0.08
olist,olist_category,apriori,musical_instruments,market_place,1,1,1,0.0013831258644536654,0.14285714285714285,8.607142857142856,0.001,0.08
olist,olist_category,apriori,market_place,musical_instruments,1,1,1,0.0013831258644536654,0.08333333333333333,8.607142857142856,0.001,0.08
olist,olist_category,apriori,pet_shop,costruction_tools_garden,1,1,1,0.0013831258644536654,0.1,8.033333333333335,0.001,0.08
olist,olist_category,apriori,costruction_tools_garden,pet_shop,1,1,1,0.0013831258644536654,0.1111111111111111,8.033333333333333,0.001,0.08
olist,olist_category,apriori,construction_tools_safety,home_construction,1,1,2,0.0027662517289073307,0.2857142857142857,7.945054945054945,0.001,0.08
olist,olist_category,apriori,fashion_shoes,baby,1,1,2,0.0027662517289073307,1.0,7.774193548387098,0.001,0.08
olist,olist_category,apriori,signaling_and_security,baby,1,1,1,0.0013831258644536654,1.0,7.774193548387098,0.001,0.08
olist,olist_category,apriori,stationery,luggage_accessories,1,1,5,0.006915629322268326,0.16129032258064516,7.774193548387097,0.001,0.08
olist,olist_category,apriori,luggage_accessories,stationery,1,1,5,0.006915629322268326,0.3333333333333333,7.774193548387096,0.001,0.08
olist,olist_category,apriori,tablets_printing_image,cool_stuff,1,1,2,0.0027662517289073307,0.6666666666666666,7.303030303030303,0.001,0.08
olist,olist_category,apriori,arts_and_craftmanship,toys,1,1,1,0.0013831258644536654,0.5,7.2299999999999995,0.001,0.08
olist,olist_category,apriori,air_conditioning,computers_accessories,1,1,1,0.0013831258644536654,0.5,7.2299999999999995,0.001,0.08
olist,olist_category,apriori,dvds_blu_ray,computers_accessories,1,1,1,0.0013831258644536654,0.5,7.2299999999999995,0.001,0.08
olist,olist_category,apriori,kitchen_dining_laundry_garden_furniture,construction_tools_construction,1,1,1,0.0013831258644536654,0.16666666666666666,7.088235294117647,0.001,0.08
olist,olist_category,apriori,musical_instruments,luggage_accessories,1,1,1,0.0013831258644536654,0.14285714285714285,6.885714285714285,0.001,0.08
olist,olist_category,apriori,computers_accessories | cool_stuff,home_construction,2,1,1,0.0013831258644536654,0.2,5.561538461538462,0.001,0.08
olist,olist_category,apriori,cine_photo,cool_stuff,1,1,1,0.0013831258644536654,0.5,5.4772727272727275,0.001,0.08
olist,olist_category,apriori,auto | bed_bath_table,cool_stuff,2,1,1,0.0013831258644536654,0.5,5.4772727272727275,0.001,0.08
olist,olist_category,apriori,food_drink,sports_leisure,1,1,2,0.0027662517289073307,0.5,5.395522388059701,0.001,0.08
olist,olist_category,apriori,air_conditioning,sports_leisure,1,1,1,0.0013831258644536654,0.5,5.395522388059701,0.001,0.08
olist,olist_category,apriori,cine_photo,sports_leisure,1,1,1,0.0013831258644536654,0.5,5.395522388059701,0.001,0.08
olist,olist_category,apriori,furniture_decor | pet_shop,sports_leisure,2,1,1,0.0013831258644536654,0.5,5.395522388059701,0.001,0.08
olist,olist_category,apriori,small_appliances,electronics,1,1,1,0.0013831258644536654,0.16666666666666666,5.239130434782608,0.001,0.08
olist,olist_category,apriori,la_cuisine,garden_tools,1,1,1,0.0013831258644536654,0.5,5.091549295774648,0.001,0.08
olist,olist_category,apriori,arts_and_craftmanship,garden_tools,1,1,1,0.0013831258644536654,0.5,5.091549295774648,0.001,0.08
olist,olist_category,apriori,tablets_printing_image,computers_accessories,1,1,1,0.0013831258644536654,0.3333333333333333,4.819999999999999,0.001,0.08
olist,olist_category,apriori,fashion_bags_accessories,stationery,1,1,2,0.0027662517289073307,0.2,4.6645161290322585,0.001,0.08
olist,olist_category,apriori,perfumery,health_beauty,1,1,11,0.015214384508990318,0.44,4.610434782608696,0.001,0.08
olist,olist_category,apriori,health_beauty,perfumery,1,1,11,0.015214384508990318,0.15942028985507245,4.610434782608695,0.001,0.08
olist,olist_category,apriori,small_appliances,telephony,1,1,1,0.0013831258644536654,0.16666666666666666,4.462962962962963,0.001,0.08
olist,olist_category,apriori,costruction_tools_garden,construction_tools_lights,1,1,1,0.0013831258644536654,0.1111111111111111,4.462962962962963,0.001,0.08
olist,olist_category,apriori,pet_shop,construction_tools_construction,1,1,1,0.0013831258644536654,0.1,4.252941176470588,0.001,0.08
olist,olist_category,apriori,drinks,health_beauty,1,1,3,0.004149377593360996,0.375,3.929347826086957,0.001,0.08
olist,olist_category,apriori,food,health_beauty,1,1,3,0.004149377593360996,0.375,3.929347826086957,0.001,0.08
olist,olist_category,apriori,food,electronics,1,1,1,0.0013831258644536654,0.125,3.929347826086957,0.001,0.08
olist,olist_category,apriori,la_cuisine,baby,1,1,1,0.0013831258644536654,0.5,3.887096774193549,0.001,0.08
olist,olist_category,apriori,art,stationery,1,1,1,0.0013831258644536654,0.16666666666666666,3.887096774193548,0.001,0.08
olist,olist_category,apriori,home_appliances_2,bed_bath_table,1,1,1,0.0013831258644536654,1.0,3.67005076142132,0.001,0.08
olist,olist_category,apriori,party_supplies,bed_bath_table,1,1,1,0.0013831258644536654,1.0,3.67005076142132,0.001,0.08
olist,olist_category,apriori,market_place | perfumery,bed_bath_table,2,1,1,0.0013831258644536654,1.0,3.67005076142132,0.001,0.08
olist,olist_category,apriori,construction_tools_lights | garden_tools,bed_bath_table,2,1,1,0.0013831258644536654,1.0,3.67005076142132,0.001,0.08
olist,olist_category,apriori,construction_tools_construction,auto,1,1,3,0.004149377593360996,0.17647058823529413,3.645378151260504,0.001,0.08
olist,olist_category,apriori,auto,construction_tools_construction,1,1,3,0.004149377593360996,0.08571428571428572,3.645378151260504,0.001,0.08
olist,olist_category,apriori,consoles_games,toys,1,1,2,0.0027662517289073307,0.25,3.6149999999999998,0.001,0.08
olist,olist_category,apriori,computers,furniture_decor,1,1,1,0.0013831258644536654,1.0,3.5792079207920793,0.001,0.08
olist,olist_category,apriori,pet_shop | sports_leisure,furniture_decor,2,1,1,0.0013831258644536654,1.0,3.5792079207920793,0.001,0.08
olist,olist_category,apriori,food_drink,housewares,1,1,2,0.0027662517289073307,0.5,3.5441176470588234,0.001,0.08
olist,olist_category,apriori,dvds_blu_ray,housewares,1,1,1,0.0013831258644536654,0.5,3.5441176470588234,0.001,0.08
olist,olist_category,apriori,computers_accessories | sports_leisure,health_beauty,2,1,1,0.0013831258644536654,0.3333333333333333,3.4927536231884058,0.001,0.08
olist,olist_category,apriori,computers_accessories,telephony,1,1,6,0.008298755186721992,0.12,3.2133333333333334,0.001,0.08
olist,olist_category,apriori,telephony,computers_accessories,1,1,6,0.008298755186721992,0.2222222222222222,3.213333333333333,0.001,0.08
olist,olist_category,apriori,home_confort,bed_bath_table,1,1,43,0.059474412171507604,0.86,3.1562436548223354,0.001,0.08
olist,olist_category,apriori,bed_bath_table,home_confort,1,1,43,0.059474412171507604,0.2182741116751269,3.1562436548223345,0.001,0.08
olist,olist_category,apriori,computers_accessories,electronics,1,1,5,0.006915629322268326,0.1,3.1434782608695655,0.001,0.08
olist,olist_category,apriori,electronics,computers_accessories,1,1,5,0.006915629322268326,0.21739130434782608,3.143478260869565,0.001,0.08
olist,olist_category,apriori,construction_tools_safety,cool_stuff,1,1,2,0.0027662517289073307,0.2857142857142857,3.1298701298701297,0.001,0.08
olist,olist_category,apriori,costruction_tools_garden,home_construction,1,1,1,0.0013831258644536654,0.1111111111111111,3.08974358974359,0.001,0.08
olist,olist_category,apriori,construction_tools_construction,garden_tools,1,1,5,0.006915629322268326,0.29411764705882354,2.995028997514499,0.001,0.08
olist,olist_category,apriori,art,furniture_decor,1,1,5,0.006915629322268326,0.8333333333333334,2.982673267326733,0.001,0.08
olist,olist_category,apriori,costruction_tools_garden,telephony,1,1,1,0.0013831258644536654,0.1111111111111111,2.9753086419753085,0.001,0.08
olist,olist_category,apriori,toys,baby,1,1,19,0.02627939142461964,0.38,2.954193548387097,0.001,0.08
olist,olist_category,apriori,baby,toys,1,1,19,0.02627939142461964,0.20430107526881722,2.9541935483870967,0.001,0.08
olist,olist_category,apriori,musical_instruments,auto,1,1,1,0.0013831258644536654,0.14285714285714285,2.951020408163265,0.001,0.08
olist,olist_category,apriori,pet_shop,perfumery,1,1,1,0.0013831258644536654,0.1,2.892,0.001,0.08
olist,olist_category,apriori,stationery,toys,1,1,6,0.008298755186721992,0.1935483870967742,2.7987096774193545,0.001,0.08
olist,olist_category,apriori,toys,stationery,1,1,6,0.008298755186721992,0.12,2.7987096774193545,0.001,0.08
olist,olist_category,apriori,home_construction,garden_tools,1,1,7,0.009681881051175657,0.2692307692307692,2.7416034669555795,0.001,0.08
olist,olist_category,apriori,garden_tools,home_construction,1,1,7,0.009681881051175657,0.09859154929577464,2.7416034669555795,0.001,0.08
olist,olist_category,apriori,drinks,sports_leisure,1,1,2,0.0027662517289073307,0.25,2.6977611940298507,0.001,0.08
olist,olist_category,apriori,books_technical,health_beauty,1,1,1,0.0013831258644536654,0.25,2.6195652173913047,0.001,0.08
olist,olist_category,apriori,furniture_bedroom,baby,1,1,1,0.0013831258644536654,0.3333333333333333,2.5913978494623655,0.001,0.08
olist,olist_category,apriori,musical_instruments,watches_gifts,1,1,1,0.0013831258644536654,0.14285714285714285,2.5821428571428573,0.001,0.08
olist,olist_category,apriori,drinks,auto,1,1,1,0.0013831258644536654,0.125,2.582142857142857,0.001,0.08
olist,olist_category,apriori,consoles_games,auto,1,1,1,0.0013831258644536654,0.125,2.582142857142857,0.001,0.08
olist,olist_category,apriori,perfumery,electronics,1,1,2,0.0027662517289073307,0.08,2.5147826086956524,0.001,0.08
olist,olist_category,apriori,electronics,perfumery,1,1,2,0.0027662517289073307,0.08695652173913043,2.514782608695652,0.001,0.08
olist,olist_category,apriori,telephony,cool_stuff,1,1,6,0.008298755186721992,0.2222222222222222,2.4343434343434343,0.001,0.08
olist,olist_category,apriori,cool_stuff,telephony,1,1,6,0.008298755186721992,0.09090909090909091,2.4343434343434343,0.001,0.08
olist,olist_category,apriori,kitchen_dining_laundry_garden_furniture,toys,1,1,1,0.0013831258644536654,0.16666666666666666,2.4099999999999997,0.001,0.08
